,id,name,brewery_type,address_1,address_2,address_3,city,state_province,postal_code,country,longitude,latitude,phone,website_url,state,street
2561,685d73e3-bb8c-47a7-a73a-b8f168903ddd,Double Bluff Brewing,micro,112 Anthes Ave,,,Langley,Washington,98260-,United States,-122.4090435,48.0403212,3603339113,http://www.dblfbrewing.com,Washington,112 Anthes Ave
2562,4de6e1d2-9c69-438d-97a6-f9adcfb4c15b,Double D Brewing / Dommy's Pizza,brewpub,1100 Hancock Ave,,,Vandergrift,Pennsylvania,15690-2061,United States,-79.57625,40.588461,7245676789,http://dommyspizza.com,Pennsylvania,1100 Hancock Ave
2563,95269547-cf11-40b4-bd0c-81cf20fb49fe,Double Edge Brewing Co,micro,158 W Chestnut St,,,Lancaster,Ohio,43130-4308,United States,-82.6042529,39.7123647,7402777465,http://www.double-edge.beer,Ohio,158 W Chestnut St
2564,bedc4634-4155-4448-9d33-b5a8a2e5fb71,Double Horn Brewing Co,brewpub,208 Avenue H,,,Marble Falls,Texas,78654-5750,United States,-98.27635445,30.57127795,8306935165,http://www.doublehornbrewing.com,Texas,208 Avenue H
2565,128d2350-9a0a-4f2e-b327-887af1cc2f7d,Double Mountain Brewery,micro,8 4th St Ste 204,,,Hood River,Oregon,97031-2123,United States,-121.5145087,45.71003675,5413870042,http://www.doublemountainbrewery.com,Oregon,8 4th St Ste 204
2567,98ba45e2-9378-4b2b-8e58-82b651e99d5e,Double Shift Brewing,micro,412 E 18th St,,,Kansas City,Missouri,64108-1410,United States,-94.57868373,39.09170494,8163047028,http://www.doubleshiftbrewing.com,Missouri,412 E 18th St
2568,1fd31bf5-ffde-495e-8bdc-cc4666cd7cb5,Double Wing Brewing Co,brewpub,7840 Doty Rd,,,Madison,Ohio,44057-9511,United States,-81.00537902,41.74037309,4404663485,http://www.ratbrew.com,Ohio,7840 Doty Rd
2569,c71cd9d0-be0f-4528-8d21-9f89957372f9,Dovetail Brewery,micro,1800 W Belle Plaine Ave,,,Chicago,Illinois,60613-1827,United States,-87.6743858,41.9561589,,http://www.dovetailbrewery.com,Illinois,1800 W Belle Plaine Ave
2570,e1e4d221-608a-4a65-9a55-4f142ffb57d8,Down the Road Brewery,micro,199 Ashland Street,,,Everett,Massachusetts,02149,United States,-71.061481,42.397645,6174544255,http://www.downtheroadbrewery.com,Massachusetts,199 Ashland Street
2571,ffcc9d52-9de7-41a6-956c-36875ca71dca,Downdraft Brewing Co,closed,418 W Seltice Way,,,Post Falls,Idaho,83854-,United States,-116.9573256,47.715079,2082624233,http://www.downdraftbrewing.com,Idaho,418 W Seltice Way
2572,51421b18-93e4-4d09-b694-388dcb5df2fe,Downey Brewing Company,micro,13121 Prospect St,,,Dearborn,Michigan,48126-3603,United States,-83.17350725,42.31625295,3132888442,http://www.downeybrewingcompany.com,Michigan,13121 Prospect St
2574,ae2d14fa-3144-4a8d-8161-c2c3febc01bd,Downpour Brewing LLC,micro,10991 NE State Highway 104,,,Kingston,Washington,98346-,United States,-122.5001587,47.8010831,3608810452,http://www.downpourbrewing.com,Washington,10991 NE State Highway 104
2575,42114875-dc49-4158-b524-f130768441c8,Downtown Grill & Brewery / Woodruff Brewing,brewpub,424 S Gay St,,,Knoxville,Tennessee,37902-1103,United States,-83.9186686,35.96606301,8656338111,http://www.downtownbrewery.com,Tennessee,424 S Gay St
2576,e7857d07-0058-48f8-b064-e76029c6ee6e,Downtown Joes Brewery and Restaurant,brewpub,902 Main St,,,Napa,California,94559-3045,United States,-122.2848936,38.29865653,7072582337,http://www.downtownjoes.com,California,902 Main St
2577,6b607ba6-859a-4a16-a51f-c0f55f4a98f8,Doylestown Brewing Co,proprietor,52 East State St.,,,Doylestown,Pennsylvania,18901,United States,-75.1291116,40.31027305,2153401414,,Pennsylvania,52 East State St.
2578,fe0fd454-10bb-437c-912c-3fd5d416e7db,Dr Hops Kombucha Beer,planning,,,,San Leandro,California,94577-1263,United States,-122.1560768,37.7249296,3109168090,http://www.DrhopsKombuchaBeer.com,California,
2579,a776c995-076a-4562-8434-467f01f3818a,Dr Jekyll's Craft Beer,contract,825 Cambridge Ct,,,Pasadena,California,91107-1977,United States,-118.0798642,34.16059077,3102738339,http://www.drjekylls.com,California,825 Cambridge Ct
2580,85478ddc-a830-43e5-beeb-66cead1a99c4,Drafting Table Brewing Company,micro,49438 Pontiac Trl,,,Wixom,Michigan,48393-2005,United States,-83.53663792,42.52440117,2489567279,http://www.draftingtablebeer.com,Michigan,49438 Pontiac Trl
2581,a9a0f855-a16c-4ee8-a0a2-8e9c0552b985,Dragon Hops Brewing,micro,130 E Main St,,,Purcellville,Virginia,20132-3162,United States,-77.69298485,39.1360524,5404413279,http://www.dragonhopsbrewing.com,Virginia,130 E Main St
2583,52c41ba0-3c69-4e41-b028-d9d4c3035249,Dragon's Gate Brewery,micro,52288 Sunquist Rd,,,Milton Freewater,Oregon,97862-6856,United States,-118.4439713,45.98541686,5412152622,http://www.dragonsgatebrewery.com,Oregon,52288 Sunquist Rd
2584,8ace7ff0-245c-4133-862c-2ca4eb3b7a65,Dragon's Tale Brewery,micro,8920 Vernon Ave Ste 122,,,Montclair,California,91763-1662,United States,-117.686437,34.09189898,9095292688,http://www.dragonstalebrewery.com,California,8920 Vernon Ave Ste 122
2585,f10850c4-f516-4ecd-9b8c-3fc20f134187,Dragonmead Microbrewery,micro,14600 E 11 Mile Rd,,,Warren,Michigan,48089-1556,United States,-83.0278041,42.492142,5867769428,,Michigan,14600 E 11 Mile Rd
2586,71eb91ae-4d50-4f01-840c-7552df4d96bd,Dragoon Brewing Co,micro,1859 W Grant Rd Ste 111,,,Tucson,Arizona,85745-1214,United States,-111.0054521,32.25049461,5203293606,http://www.dragoonbrewing.com,Arizona,1859 W Grant Rd Ste 111
2587,8f19cd9b-a675-473d-8493-42fd6b12c38e,Drake's Brewing Co.,regional,1933 Davis St Ste 177,,,San Leandro,California,94577-1256,United States,-122.1791401,37.71493644,5105682739,http://www.drinkdrakes.com,California,1933 Davis St Ste 177
2588,0fde773c-3201-4be7-b3ba-caf278efa4d3,Draper Brewing,micro,640 SE Jackson St,,,Roseburg,Oregon,97470,United States,-123.3445979,43.2084738,5415805585,http://www.draperbrewing.com,Oregon,640 SE Jackson St
2590,b70bb5a2-bcc5-43c5-8370-58d292c4625d,Draught Horse Brewery,brewpub,57721 Grand River Ave,,,New Hudson,Michigan,48165-8542,United States,-83.61459,42.5113546,2486173000,http://www.draughthorsebrewery.com,Michigan,57721 Grand River Ave
2591,9e3d79b0-5411-425d-9ead-e86abeb58c98,Draught House Pub and Brewery,micro,4112 Medical Pkwy Ste 100,,,Austin,Texas,78756-3715,United States,-97.7428611,30.3110713,5124526258,http://www.draughthouse.com,Texas,4112 Medical Pkwy Ste 100
2592,07ee729a-9c76-4092-9b11-4cc951eb3baf,Draught Works Brewing,micro,915 Toole Ave,,,Missoula,Montana,59802-2625,United States,-114.0044493,46.8782576,4062412423,http://www.draughtworksbrewery.com,Montana,915 Toole Ave
2593,f6f59f19-f861-42de-9367-023645506733,Draughtsman Brewery,planning,,,,La Mirada,California,90638-3454,United States,-118.0107092,33.9060971,,,California,
2594,063dc603-aa8f-412d-9c8a-ac7c598c043a,Draughtsmen Aleworks,micro,53 Santa Felicia Dr,,,Goleta,California,93117-2804,United States,-119.8759909,34.43146172,8053872577,http://www.draughtsmenaleworks.com,California,53 Santa Felicia Dr
2595,0e7be133-1cb4-4c39-848c-2014ee5b359b,Dreadnought Brewing LLC,brewpub,16726 146th St SE Ste 153,,,Monroe,Washington,98272-2937,United States,-122.0062527,47.86470473,3608632479,http://www.dreadnoughtbrewing.com,Washington,16726 146th St SE Ste 153
2596,fcc44f51-2c5c-4baa-9c37-5996a01b5512,Dreaming Creek Brewery,micro,109 E Irvine St,,,Richmond,Kentucky,40475-1521,United States,-84.29111565,37.747285,,http://www.dreamingcreekbrewery.beer,Kentucky,109 E Irvine St
2597,350f58c9-f1e6-4668-bf55-15dc557ec94c,Dreaming Dog Brewery,micro,2501 W Taron Ct,,,Elk Grove,California,95757-8423,United States,-121.4809068,38.40805044,,,California,2501 W Taron Ct
2598,3799434f-4c20-4d7b-9085-6c83db87c1c7,Drekker Brewing Company,micro,1666 1st Ave N,,,Fargo,North Dakota,58102-4246,United States,-96.80829701,46.87930301,7015320506,http://www.drekkerbrewing.com,North Dakota,1666 1st Ave N
2600,44c3432e-9643-4a92-b7fc-4fa6c375995c,Driftless Brewing Co,micro,102 Sunbeam Blvd W,,,Soldiers Grove,Wisconsin,54655-1001,United States,-90.76571832,43.38921997,66086245577,http://www.driftlessbrewing.com,Wisconsin,102 Sunbeam Blvd W
2601,fd696e0a-a7bc-4f17-ac41-ede9b13b24d0,Drink Me Brewing,micro,210 9th St,,,Sibley,Iowa,51249-1812,United States,-95.7506989,43.39942206,2173161890,http://www.drinkmebrewing.com,Iowa,210 9th St
2602,fa16f1e8-3ee9-46e8-8c40-64a05947f6a2,Drinking Horse Brewing Company,micro,11517 SE Highway 212,,,Clackamas,Oregon,97015-9053,United States,-122.378124,45.4288733,5035648165,http://www.drinkinghorsebeer.com,Oregon,11517 SE Highway 212
2604,e3e862c9-ecda-4cba-abbc-bf1c8ce6539a,Dru Bru - Cle Elum,micro,1015 E 2nd St.,,,Cle Elum,Washington,98922-1324,United States,-120.917988,47.194315,4254340700,http://www.drubru.com,Washington,1015 E 2nd St.
2605,c020e892-ad66-4b36-be5e-d0095ab3a263,Dru Bru - Snoqualmie Pass,micro,10 Pass Life Way # 3,,,Snoqualmie Pass,Washington,98068,United States,-121.412584,47.421312,4254340700,http://www.drubru.com,Washington,10 Pass Life Way # 3
2606,2fc58bc4-57fa-4880-9286-095548fb5ec6,Druid City Brewing,micro,607 14th St,,,Tuscaloosa,Alabama,35401-3439,United States,-87.54373615,33.19997474,2058868140,http://www.druidcitybrewing.com,Alabama,607 14th St
2607,1b1fa0ef-7e76-474a-88d2-7f22b56bb3ff,Drumconrath Brewing Company,micro,630 1st Ave N,,,Fargo,North Dakota,58102-5268,United States,-96.78936674,46.8773031,7016453786,http://www.drumconrathbrewing.com,North Dakota,630 1st Ave N
2608,e1f2d5c0-4b41-47f1-9a7a-5638851a9ac5,"Drumming Grouse Brewery, LLC",micro,318 Fosterville Rd,,,Bridgton,Maine,04009-4032,United States,-70.68838325,43.97416125,4109609679,http://www.drumminggrousebrewery.com,Maine,318 Fosterville Rd
2609,cfff9480-fc9e-4ac6-addc-f64fbb834fef,Drunken Rabbit Brewing,micro,749A New Ludlow Rd,,,South Hadley,Massachusetts,01020,United States,-72.553245,42.217914,4137282739,http://www.rabbit.beer,Massachusetts,749A New Ludlow Rd
2611,b28c0edf-d271-4d60-997a-aa52aab7170f,Dry City Brew Works,micro,120B N Main St,,,Wheaton,Illinois,60187-,United States,-88.1069594,41.86544335,6304564787,http://www.drycitybrewworks.com,Illinois,120B N Main St
2612,ec86cc6f-53f8-4715-8595-fe68cf676bc6,Dry County Brewing,brewpub,585 Oak Ave,,,Spruce Pine,North Carolina,28777-2727,United States,-82.063578,35.9158912,8287654583,http://www.drycountybrewing.com,North Carolina,585 Oak Ave
2614,f5bcfd6a-160a-4d65-a5b7-834564023123,Dry Dock Brewing Co - North Dock,regional,2801 Tower Rd,,,Aurora,Colorado,80011-3508,United States,-104.772404,39.758038,3034005606,http://www.drydockbrewing.com,Colorado,2801 Tower Rd
2615,a2728fec-51dd-4613-b15d-fc53774003b2,Dry Dock Brewing Co- South Dock,micro,15120 E Hampden Ave,,,Aurora,Colorado,80014-3906,United States,-104.7680096,39.6529424,3034005606,http://www.drydockbrewing.com,Colorado,15120 E Hampden Ave
2616,069e89d5-77ec-486b-925f-3837899ebbbc,Dry Ground Brewing Company,micro,3121 Broadway St,,,Paducah,Kentucky,42001-4305,United States,-88.63767771,37.0705097,2702109296,http://www.drygroundbrewing.com,Kentucky,3121 Broadway St
2617,3dae53ba-0f35-4f1f-92fd-f29f05aaf5fc,Dry River Brewing,micro,671 S Anderson St,,,Los Angeles,California,90023-1110,United States,-118.2233015,34.03638739,2133755235,http://www.dryriverbrewing.com,California,671 S Anderson St
2619,e9f88398-a093-46e3-91d9-efa85d0412d7,Drylands Brewing,brewpub,322 N Main Ave,,,Lovington,New Mexico,88260-3643,United States,-103.3484834,32.9504929,5757392739,http://Drylandsbrewing.com,New Mexico,322 N Main Ave
2620,9f749cda-57a0-487e-91b5-a3464b1c2ec9,Dual Citizen Brewing Co.,micro,725 Raymond Ave,,,Saint Paul,Minnesota,55114-1709,United States,-93.1978006,44.9631096,6513304750,http://www.dualcitizenbrewing.com,Minnesota,725 Raymond Ave
2621,3ebb636f-ae1e-4e19-b273-7eae97ed4856,Dubh Linn Brew Pub,brewpub,109 W Superior St,,,Duluth,Minnesota,55802-3026,United States,-92.09972572,46.78589441,2187271559,http://dubhlinnpub.com,Minnesota,109 W Superior St
2623,0229fb16-b24c-4b75-a16c-b2a6f7047ed7,Dubious Claims Brewing,brewpub,451 S Thompson Ave,,,Excelsior Springs,Missouri,64024-2133,United States,-94.22589926,39.33933583,8168962477,http://www.dubiousclaimsbrewingco.com/,Missouri,451 S Thompson Ave
2626,a7cbed0a-bbfb-4158-8032-4f44d680d7be,Dubtown Brewing Company,micro,201 Main Ave S,,,Renton,Washington,98057-2602,United States,-122.2044462,47.48147827,4252078707,https://dubtownbrewingcompany.com,Washington,201 Main Ave S
2627,c8a34b95-8a72-4f56-8c50-c790c01261ff,Dubuque Star Brands / Otter Tail Brewery,contract,132 Sheridan St,,,Muscatine,Iowa,52761-5543,United States,-91.02937536,41.43346737,,,Iowa,132 Sheridan St
2628,420b93d8-d15a-4db9-a072-28e22de5f1a9,Duck Foot Brewing Co.,micro,8920 Kenamar Dr Ste 210,,,San Diego,California,92121-2454,United States,-117.1562181,32.88474835,8584337916,http://www.duckfootbeer.com,California,8920 Kenamar Dr Ste 210
2629,a1ecd2e7-3b9c-4ad8-ac87-dfd78d234992,Duck Rabbit Craft Brewery,micro,4519 West Pine St,,,Farmville,North Carolina,27828-8526,United States,-77.591863,35.5980644,2527537745,http://duckrabbitbrewery.com,North Carolina,4519 West Pine St
2631,ece54804-4295-4a37-a620-d98d556d29de,Dudes' Brewing Co,micro,1840 W 208th St,,,Torrance,California,90501-1807,United States,-118.3115036,33.8417185,4242712915,http://www.thedudesbrew.com,California,1840 W 208th St
2633,dc1dbe18-f446-43d9-8cdf-cb542bc087cf,Dueces Wild Brewery,micro,660 Peterson Rd,,,Colorado Springs,Colorado,80915-4002,United States,-104.7034318,38.8877651,6079729260,http://www.dwbbrewery.com,Colorado,660 Peterson Rd
2635,06915497-8cab-4ba0-9f11-2394c6717e08,Dueling Barrels,micro,745 Hambley Blvd,,,Pikeville,Kentucky,41501-9078,United States,-82.518819,37.48176335,6067663835,http://www.duelingbarrels.com,Kentucky,745 Hambley Blvd
2636,cf3a71af-2553-4f3f-887b-acbe0d34ea2d,Dueling Dogs Brewing Company,planning,,,,Lincoln,California,95648-8503,United States,-121.29318,38.8915741,9164348141,http://www.duelingdogsbrewing.com,California,
2637,e31a1d5a-42e7-4d84-a9a0-12b7849c8c8a,Duesterbeck's Brewing Company,micro,N5543 County Rd O,,,Elkhorn,Wisconsin,53121-3815,United States,-88.6316572845383,42.69267514005675,2627299771,http://www.dbcbrewery.com,Wisconsin,N5543 County Rd O
2638,3587e92a-c342-4eae-8212-6b324f02d903,Dunagan Irish Pub & Brewery,brewpub,3222 56th St,,,Gig Harbor,Washington,98335-1359,United States,-122.4394246,47.25292454,,http://www.dunaganbrewing.com,Washington,3222 56th St
2639,b649f4c6-c14a-4ee6-a1cd-85adc75ddc83,Dunbar Brewing,micro,2200 El Camino Real,,,Santa Margarita,California,93453-8668,United States,-120.6112948,35.389717,8057049050,,California,2200 El Camino Real
2641,715cad58-79ad-4a69-bf61-b5cf15fdfe67,Dunedin Brewery & Public House,brewpub,937 Douglas Ave,,,Dunedin,Florida,34698-4945,United States,-82.78782561,28.01418231,7277360606,http://www.dunedinbrewery.com,Florida,937 Douglas Ave
2644,8eaa6a32-0504-43d6-a18a-4005355bebf6,Dungeness Brewing Company,micro,4017 S Mount Angeles Rd,,,Port Angeles,Washington,98362-8966,United States,-123.418449,48.087279,3607751877,http://www.dungenessbrewing.com,Washington,4017 S Mount Angeles Rd
2646,7d1d7713-0c0a-4ece-814d-7b7920897879,Dunloe Brewing LLC,micro,1606 Olive Dr,,,Davis,California,95616-4741,United States,-121.7311242,38.5447433,5302313502,http://Dunloebrewing.com,California,1606 Olive Dr
2647,9b2af98d-4f0a-4c35-87d3-1e574f24ec67,Dunsmuir Brewery Works,brewpub,5701 Dunsmuir Ave,,,Dunsmuir,California,96025-2008,United States,-122.271862,41.211366,5302351900,http://www.dunsmuirbreweryworks.com,California,5701 Dunsmuir Ave
2649,450263c6-c95c-426c-aee9-c82f5ec11fbb,Duquesne Brewing of Pittsburgh,contract,932 W North Ave,,,Pittsburgh,Pennsylvania,15233-1606,United States,-80.01790691,40.45346755,4128312779,,Pennsylvania,932 W North Ave
2650,52761616-efb8-4d3f-beff-7661b8fc7087,Durango Brewing Co,brewpub,3000 Main Ave,,,Durango,Colorado,81301-4245,United States,-107.871981,37.297647,9702473396,http://www.durangobrewing.com,Colorado,3000 Main Ave
2652,cbf07548-d3c6-4cb2-92a6-cf16e1375846,Dust Bowl Brewing Co,micro,3000 Fulkerth Rd,,,Turlock,California,95380-9403,United States,-120.8826535,37.50655825,2096341934,http://www.dustbowlbrewing.com,California,3000 Fulkerth Rd
2653,33ca4264-c729-4345-b454-8a6d7a04da88,Dutch's BrewHouse,brewpub,4244 Atlantic Ave,,,Long Beach,California,90807-2802,United States,-118.1859647,33.8781951,5623361326,http://dutchsbrewhouse.com,California,4244 Atlantic Ave
2655,c50af63f-c38a-4d1d-a15e-bd676e055505,Dwinell Country Ales,micro,206 W Broadway St,,,Goldendale,Washington,98620-9130,United States,-120.8247773,45.822927,5097733138,http://www.countryales.com,Washington,206 W Broadway St
2658,c5e25b7e-f1ba-422f-aa26-44096d022060,Dystopian State Brewing,micro,611 S Baker St,,,Tacoma,Washington,98402-2318,United States,-122.4433066,47.25836061,2533023466,http://www.dystopianstate.com,Washington,611 S Baker St
2659,2e01294c-1845-456d-a4a9-176f5efc294e,E.J. Phair Brewing Co.,micro,225 Alamo Plaza,,,Alamo,California,94507,United States,-122.0340499,37.85105324,9256804253,http://www.ejphair.com,California,225 Alamo Plaza
2660,bdd40512-5b13-4ac9-9d5a-ca6cfa304d2b,E.J. Phair Brewing Co.,micro,2151 Salvio St Ste L,,,Concord,California,94520-2470,United States,-122.0338182,37.97810431,9256804253,http://www.ejphair.com,California,2151 Salvio St Ste L
2661,570346e2-4896-48f6-b233-89b2a06a2906,E.J. Phair Brewing Co.,micro,300 Cumberland St,,,Pittsburg,California,94565-2234,United States,-121.8824742,38.0330804,9252529895,http://www.ejphair.com,California,300 Cumberland St
2662,dad5cb3d-3e6d-4099-b9d9-1a89b7b1d714,E2W Brewing,micro,12913 Shady Glen Ave SE,,,Olalla,Washington,98359,United States,-122.594069,47.432463,2532147463,https://www.facebook.com/E2WBrewing,Washington,12913 Shady Glen Ave SE
2663,60548726-66cb-4e76-ac56-935de154b4b7,E9 Brewing Company,micro,2506 Fawcett Avenue,,,Tacoma,Washington,98402,United States,-122.44,47.238169,2533837707,https://e9brewingco.com/,Washington,2506 Fawcett Avenue
2665,c3bd1af8-2ca2-4a14-b733-8c4d788c4752,Eagle Park Brewing Company,brewpub,823 E Hamilton St,,,Milwaukee,Wisconsin,53202,United States,-87.90143961,43.0542106,4145850123,http://www.eagleparkbrewing.com,Wisconsin,823 E Hamilton St
2666,32fba728-f8b1-47e4-8cf4-78ad87bd4640,Eagle Rock Brewery,micro,3056 Roswell St,,,Los Angeles,California,90065-2214,United States,-118.2440377,34.11473143,3232577866,http://www.eaglerockbrewery.com,California,3056 Roswell St
2667,1996e0fa-b821-4d44-a6ea-d5fda91c7d47,EagleMonk Pub and Brewery,brewpub,4906 W Mount Hope Hwy,,,Lansing,Michigan,48917-9588,United States,-84.662048,42.712054,5177087350,,Michigan,4906 W Mount Hope Hwy
2669,5b238658-1684-4f51-bc1c-6059ba35c9b9,Earnest Brew Works,micro,4342 S Detroit Ave,,,Toledo,Ohio,43614-5367,United States,-83.61522535,41.590252,4193402589,http://www.earnestbrewworks.com,Ohio,4342 S Detroit Ave
2670,e50a6745-e422-4e58-9d76-a906b3b37e10,Earth And Fire Brewing Company,closed,825 Riverside Ave Ste 1,,,Paso Robles,California,93446-2660,United States,-120.6868512,35.62375364,8052702959,http://Www.earthandfirebrewing.com,California,825 Riverside Ave Ste 1
2671,18b29afa-682c-4c5e-8ecb-ba0f61cf9f16,Earth Bread + Brewery,brewpub,7136 Germantown Ave,,,Philadelphia,Pennsylvania,19119-1843,United States,-75.1903546,40.0591996,2152426666,http://www.earthbreadbrewery.com,Pennsylvania,7136 Germantown Ave
2672,b9304a09-0ecf-488b-a437-e4654edf1148,Earth Eagle Brewing,brewpub,165 High Street,,,Portsmouth,New Hampshire,03801,United States,-70.75957196,43.0792548,,http://www.eartheaglebrewings.com,New Hampshire,165 High Street
2673,e5b6ac32-d6df-4bd8-929a-46d2b5828a2d,Earth Rider Brewing Co,micro,1617 N 3rd St,,,Superior,Wisconsin,54880-1016,United States,-92.10117749,46.73528116,7153947391,http://www.earthrider.beer,Wisconsin,1617 N 3rd St
2674,c89278ec-ce5b-41a6-9386-e28fa07599ea,Earthbound Beer,brewpub,2724 Cherokee St,,,Saint Louis,Missouri,63118-3036,United States,-90.22866959,38.5935863,3147699576,http://www.earthboundbeer.com,Missouri,2724 Cherokee St
2675,21a0d567-e70c-49fa-bb93-a073ed29e93b,Earthen Ales,micro,1371 Gray Dr Ste 200,,,Traverse City,Michigan,49684-7805,United States,-85.6454249,44.755294,2312524270,http://www.earthenales.com,Michigan,1371 Gray Dr Ste 200
2676,67ef1ce6-35c8-482d-b054-0b5e6b568e5b,East Branch Brewing Company,brewpub,202 E Lancaster Ave,,,Downingtown,Pennsylvania,19335-2957,United States,-75.70076097,40.0067258,6102831989,http://www.eastbranchbrewing.com,Pennsylvania,202 E Lancaster Ave
2677,04425330-f69b-40db-ae1b-176bb1c91d8c,East Brother Beer Company,micro,1001 Canal Blvd # C-2,,,Richmond,California,94804-3533,United States,-122.3754067,37.91772583,5102304081,http://www.eastbrotherbeer.com,California,1001 Canal Blvd # C-2
2678,98890002-074d-438f-9d82-ffc4317bc079,East Channel Brewing Company,micro,209 Maple St,,,Munising,Michigan,49862-1084,United States,-86.65452518,46.40934141,9063873007,http://www.eastchannelbrewery.com,Michigan,209 Maple St
2679,bb27831d-d4ee-41e0-b11b-7faa561b12ca,East Cliff Brewing Company,micro,21517 E Cliff Dr,,,Santa Cruz,California,95062-4844,United States,-122.0136488,36.9684053,8317135540,http://www.eastcliffbrewing.com/,California,21517 E Cliff Dr
2680,086f03da-c555-48a2-ae48-958ad65779e9,East End Brewing Co,micro,147 Julius St,,,Pittsburgh,Pennsylvania,15206,United States,-79.91162696,40.45891137,4125372337,http://www.eastendbrewing.com,Pennsylvania,147 Julius St
2682,0ec36f0b-bba3-48d9-bd47-716177bcb056,East Forty Brewing,micro,1201 W Main St,,,Blue Springs,Missouri,64015-3613,United States,-94.279316,39.018709,8169888217,http://www.eastfortybrewing.com,Missouri,1201 W Main St
2683,3835d485-c8a1-4cc8-a04f-36e870dcbe44,East Nashville Beer Works,brewpub,320 E Trinity Ln,,,Nashville,Tennessee,37207-4524,United States,-86.76320383,36.20526205,6158913108,http://www.eastnashbeerworks.com,Tennessee,320 E Trinity Ln
2685,315b49b3-1996-4fa8-b249-2e917245fd72,East Troy Brewery,micro,2905 Main St,,,East Troy,Wisconsin,53120-1245,United States,-88.40615097325679,42.78494685487931,2626422670,http://www.etbrew.com,Wisconsin,2905 Main St
2686,ae17030a-3073-42f2-bdc2-ad4f468b3156,East West Brewing Co,brewpub,1400 Lake Dr SE,,,Grand Rapids,Michigan,49506,United States,-85.634947,42.957318,6162885250,http://www.eastwestbrewingcompany.com,Michigan,1400 Lake Dr SE
2688,9ef70c89-a7e9-4759-a71e-4adca64c543a,Eastern Market Brewing Company,micro,2515 Riopelle St,,,Detroit,Michigan,48207-4526,United States,-83.03876229,42.346625,,http://www.easternmarket.beer,Michigan,2515 Riopelle St
2689,75378a8b-95fc-4a6a-8c7f-b00e4df75d64,Eastern Shore Brewing,micro,605 S Talbot St,,,Saint Michaels,Maryland,21663,United States,-76.2219945,38.78113562,4107458010,http://www.easternshorebrewing.com,Maryland,605 S Talbot St
2691,e3426d39-8838-4ead-aff4-8202f1797894,Eastwood Brewing Company,micro,108 Walter Dr,,,Syracuse,New York,13206-2357,United States,-76.0980832,43.0701121,,http://www.facebook.com/eastwoodbrewingcompany,New York,108 Walter Dr
2692,85c8ea1f-2db6-4ea3-9380-dcd26faa40a2,Eaton Pub & Grille Brewery / Charlotte Brewing Co,brewpub,214 S Cochran Ave,,,Charlotte,Michigan,48813-1551,United States,-84.83579,42.549391,5175438882,http://www.eatonpub.com,Michigan,214 S Cochran Ave
2693,8c2b0eff-6187-42b0-8b4e-f3a17f54f690,Eavesdrop Brewery,micro,7223 Centreville Rd Ste 115,,,Manassas,Virginia,20111,United States,-77.469,38.752531,7034208955,http://www.eavesdropbrewery.com,Virginia,7223 Centreville Rd Ste 115
2694,497485a3-1317-450d-894b-0c079b1668b6,EB Coffee and Pub,brewpub,8980 N Rodgers Ct SE,,,Caledonia,Michigan,49316-8051,United States,-85.50839333,42.80145682,6168917700,http://www.ebcoffeepub.com,Michigan,8980 N Rodgers Ct SE
2695,4545534c-40d6-41c5-85a5-b333d1bb1ae8,Ebullition Brew Works,brewpub,2628 Gateway Rd,,,Carlsbad,California,92009,United States,-117.2542497,33.12846769,7608421046,http://Www.ebullitionbrew.com,California,2628 Gateway Rd
2696,50af033e-f5bb-4d30-b3d5-60440e28ab50,Ebullition Brew Works,micro,2449 Cades Way Ste D,,,Vista,California,92081,United States,-117.2241021,33.15438658,7608421046,http://Www.ebullitionbrew.com,California,2449 Cades Way Ste D
2697,32a9af42-ac83-437c-8739-d2611177bf9e,Echo Brewing Cask and Barrel,brewpub,600 Briggs St,,,Erie,Colorado,80516-0794,United States,-105.0477679,40.05042825,7203612332,,Colorado,600 Briggs St
2698,4b5e0dae-9988-43d3-bdbc-4b0b1121f7ad,Echo Brewing Company,brewpub,5969 Iris Pkwy,,,Frederick,Colorado,80530,United States,-104.944202,40.111448,,,Colorado,5969 Iris Pkwy
2699,f31f30a7-6d1c-42b0-9428-a6164ded8c06,Echoes Brewing Company,micro,19479 Viking Ave NW,,,Poulsbo,Washington,98370,United States,-122.6597498,47.74030477,3609308152,https://www.echoesbrewing.com/,Washington,19479 Viking Ave NW
2700,a6543b42-2ccd-44fb-b6ae-57fde02754e6,Eckert Malting and Brewing Co,micro,2280 Ivy St Ste 130,,,Chico,California,95928-8000,United States,-121.8241602,39.71428839,5303422320,http://www.eckertmaltingandbrewing.com,California,2280 Ivy St Ste 130
2701,580722ab-9c8c-47bb-a2df-b6cfc3df6875,Eclipse Brewing,micro,25 E Park Ave,,,Merchantville,New Jersey,08109-2607,United States,-75.04831308,39.95164416,6093203979,,New Jersey,25 E Park Ave
2703,5e07c2a9-63b7-4c82-8167-13f350b811a6,Ecliptic Brewing,micro,825 N Cook St,,,Portland,Oregon,97227-1503,United States,-122.6751185,45.54737005,5032658002,http://www.eclipticbrewing.com,Oregon,825 N Cook St
