Year,Quarter,STATE,Production,In Bottles & Cans,In Kegs,"Tax-Determined,
Premises Use","For Export,
Vessels &
Aircraft","Consumed On
Brewery
Premises","Stocks On Hand
End-of-Month",Brewery Count
2021,Q4,Georgia,"3,660,291.70","3,183,668.94","89,581.76","21,955.23",,291.73,"890,971.72",208
2022,Q4,Georgia,"3,473,697.29","3,066,867.90","89,894.54","39,555.21",,838.07,"791,368.17",234
2015,Q4,Hawaii,"12,892.22",,"6,570.75","1,119.60",,,"4,356.42",26
2016,Q4,Hawaii,,,,,,,,23
2017,Q4,Hawaii,,,,,,,,28
2018,Q4,Hawaii,,,,,,,,38
2019,Q4,Hawaii,"19,603.31",,"8,273.15","3,017.35",,,"7,314.47",43
2020,Q4,Hawaii,"7,870.80",,,"2,119.11",,,"4,488.71",44
2021,Q4,Hawaii,"20,583.56",,,"2,831.42",,,"8,619.27",50
2022,Q4,Hawaii,"20,158.60",,"8,946.21","3,545.26",0,,"5,521.00",52
2015,Q4,Idaho,"9,000.41","2,936.58","3,450.85","1,702.26",0,,"4,970.67",57
2016,Q4,Idaho,,,,,,,,67
2017,Q4,Idaho,,,,,,,,76
2018,Q4,Idaho,,,,,,,,87
2019,Q4,Idaho,"7,728.22","4,165.80","3,261.96","3,157.53",0,,"5,991.27",101
2020,Q4,Idaho,"10,307.19","7,652.62","2,547.56","3,358.11",,69.93,"5,934.26",118
2017,Q1,Alabama,,,,,,,,52
2017,Q1,Alaska,,,,,,,,45
2017,Q1,Arizona,,,,,,,,130
2017,Q1,Arkansas,,,,,,,,44
2017,Q1,California,,,,,,,,1106
2017,Q1,Colorado,,,,,,,,448
2017,Q1,Connecticut,,,,,,,,103
2017,Q1,Delaware,,,,,,,,33
2017,Q1,District of Columbia,,,,,,,,13
2017,Q1,Florida,,,,,,,,338
2017,Q1,Georgia,,,,,,,,102
2017,Q1,Hawaii,,,,,,,,28
2017,Q1,Idaho,,,,,,,,76
2017,Q1,Illinois,,,,,,,,291
2017,Q1,Indiana,,,,,,,,213
2017,Q1,Iowa,,,,,,,,115
2017,Q1,Kansas,,,,,,,,53
2017,Q1,Kentucky,,,,,,,,73
2017,Q1,Louisiana,,,,,,,,43
2017,Q1,Maine,,,,,,,,189
2017,Q1,Maryland,,,,,,,,116
2017,Q1,Massachusetts,,,,,,,,131
2017,Q1,Michigan,,,,,,,,452
2017,Q1,Minnesota,,,,,,,,214
2017,Q1,Mississippi,,,,,,,,16
2017,Q1,Missouri,,,,,,,,145
2017,Q1,Montana,,,,,,,,98
2017,Q1,Nebraska,,,,,,,,53
2017,Q1,Nevada,,,,,,,,46
2017,Q1,New Jersey,,,,,,,,123
2017,Q1,New Mexico,,,,,,,,110
2017,Q1,New York,,,,,,,,471
2017,Q1,"New
Hampshire",,,,,,,,88
2017,Q1,North Carolina,,,,,,,,330
2017,Q1,North Dakota,,,,,,,,22
2017,Q1,Ohio,,,,,,,,324
2017,Q1,Oklahoma,,,,,,,,43
2017,Q1,Oregon,,,,,,,,347
2017,Q1,Pennsylvania,,,,,,,,411
2017,Q1,Rhode Island,,,,,,,,27
2017,Q1,South Carolina,,,,,,,,84
2017,Q1,South Dakota,,,,,,,,28
2017,Q1,Tennessee,,,,,,,,120
2017,Q1,Texas,,,,,,,,333
2017,Q1,Utah,,,,,,,,39
2017,Q1,Vermont,,,,,,,,84
2017,Q1,Virginia,,,,,,,,287
2017,Q1,Washington,,,,,,,,499
2017,Q1,West Virginia,,,,,,,,27
2017,Q1,Wisconsin,,,,,,,,261
2017,Q1,Wyoming,,,,,,,,39
2017,Q2,Alabama,,,,,,,,52
2017,Q2,Alaska,,,,,,,,45
2017,Q2,Arizona,,,,,,,,130
2017,Q2,Arkansas,,,,,,,,44
2017,Q2,California,,,,,,,,1106
2017,Q2,Colorado,,,,,,,,448
2017,Q2,Connecticut,,,,,,,,103
2017,Q2,Delaware,,,,,,,,33
2017,Q2,District of Columbia,,,,,,,,13
2017,Q2,Florida,,,,,,,,338
2017,Q2,Georgia,,,,,,,,102
2017,Q2,Hawaii,,,,,,,,28
2017,Q2,Idaho,,,,,,,,76
2017,Q2,Illinois,,,,,,,,291
2017,Q2,Indiana,,,,,,,,213
2017,Q2,Iowa,,,,,,,,115
2017,Q2,Kansas,,,,,,,,53
2017,Q2,Kentucky,,,,,,,,73
2017,Q2,Louisiana,,,,,,,,43
2017,Q2,Maine,,,,,,,,189
2017,Q2,Maryland,,,,,,,,116
2017,Q2,Massachusetts,,,,,,,,131
2017,Q2,Michigan,,,,,,,,452
2017,Q2,Minnesota,,,,,,,,214
2017,Q2,Mississippi,,,,,,,,16
2017,Q2,Missouri,,,,,,,,145
2017,Q2,Montana,,,,,,,,98
2017,Q2,Nebraska,,,,,,,,53
2017,Q2,Nevada,,,,,,,,46
2017,Q2,New Jersey,,,,,,,,123
2017,Q2,New Mexico,,,,,,,,110
2017,Q2,New York,,,,,,,,471
2017,Q2,"New
Hampshire",,,,,,,,88
2017,Q2,North Carolina,,,,,,,,330
2017,Q2,North Dakota,,,,,,,,22
2017,Q2,Ohio,,,,,,,,324
2017,Q2,Oklahoma,,,,,,,,43
2017,Q2,Oregon,,,,,,,,347
2017,Q2,Pennsylvania,,,,,,,,411
2017,Q2,Rhode Island,,,,,,,,27
2017,Q2,South Carolina,,,,,,,,84
2017,Q2,South Dakota,,,,,,,,28
2017,Q2,Tennessee,,,,,,,,120
2017,Q2,Texas,,,,,,,,333
2017,Q2,Utah,,,,,,,,39
2017,Q2,Vermont,,,,,,,,84
2017,Q2,Virginia,,,,,,,,287
2017,Q2,Washington,,,,,,,,499
2017,Q2,West Virginia,,,,,,,,27
2017,Q2,Wisconsin,,,,,,,,261
2017,Q2,Wyoming,,,,,,,,39
2017,Q3,Alabama,,,,,,,,52
2017,Q3,Alaska,,,,,,,,45
2017,Q3,Arizona,,,,,,,,130
2017,Q3,Arkansas,,,,,,,,44
2017,Q3,California,,,,,,,,1106
2017,Q3,Colorado,,,,,,,,448
2017,Q3,Connecticut,,,,,,,,103
2017,Q3,Delaware,,,,,,,,33
2017,Q3,District of Columbia,,,,,,,,13
2017,Q3,Florida,,,,,,,,338
2017,Q3,Georgia,,,,,,,,102
2017,Q3,Hawaii,,,,,,,,28
2017,Q3,Idaho,,,,,,,,76
2017,Q3,Illinois,,,,,,,,291
2017,Q3,Indiana,,,,,,,,213
2017,Q3,Iowa,,,,,,,,115
2017,Q3,Kansas,,,,,,,,53
2017,Q3,Kentucky,,,,,,,,73
2017,Q3,Louisiana,,,,,,,,43
2017,Q3,Maine,,,,,,,,189
2017,Q3,Maryland,,,,,,,,116
2017,Q3,Massachusetts,,,,,,,,131
2017,Q3,Michigan,,,,,,,,452
2017,Q3,Minnesota,,,,,,,,214
2017,Q3,Mississippi,,,,,,,,16
2017,Q3,Missouri,,,,,,,,145
2017,Q3,Montana,,,,,,,,98
2017,Q3,Nebraska,,,,,,,,53
2017,Q3,Nevada,,,,,,,,46
2017,Q3,New Jersey,,,,,,,,123
2017,Q3,New Mexico,,,,,,,,110
2017,Q3,New York,,,,,,,,471
2017,Q3,"New
Hampshire",,,,,,,,88
2017,Q3,North Carolina,,,,,,,,330
2017,Q3,North Dakota,,,,,,,,22
2017,Q3,Ohio,,,,,,,,324
2017,Q3,Oklahoma,,,,,,,,43
2017,Q3,Oregon,,,,,,,,347
2017,Q3,Pennsylvania,,,,,,,,411
2017,Q3,Rhode Island,,,,,,,,27
2017,Q3,South Carolina,,,,,,,,84
2017,Q3,South Dakota,,,,,,,,28
2017,Q3,Tennessee,,,,,,,,120
2017,Q3,Texas,,,,,,,,333
2017,Q3,Utah,,,,,,,,39
2017,Q3,Vermont,,,,,,,,84
2017,Q3,Virginia,,,,,,,,287
2017,Q3,Washington,,,,,,,,499
2017,Q3,West Virginia,,,,,,,,27
2017,Q3,Wisconsin,,,,,,,,261
2017,Q3,Wyoming,,,,,,,,39
2021,Q4,Idaho,"8,602.05","6,475.16","3,004.31","3,717.00",,260.21,"7,227.72",120
2022,Q4,Idaho,"8,863.58","5,983.14","3,575.93","3,547.49",0,173.21,"6,642.15",129
2015,Q4,Illinois,"357,980.55","300,479.24","55,056.15","14,246.94",,717.55,"55,435.71",210
2016,Q4,Illinois,,,,,,,,244
2017,Q4,Illinois,,,,,,,,291
2018,Q4,Illinois,,,,,,,,338
2019,Q4,Illinois,"354,478.34","267,855.32","49,044.20","31,558.13",,932.22,"72,161.63",372
2020,Q4,Illinois,"286,929.65","257,467.63","13,586.59","25,503.99",,439.25,"64,316.30",405
2021,Q4,Illinois,"336,090.00","297,902.81","26,905.42","27,236.00",,728.85,"73,661.62",418
2022,Q4,Illinois,"288,761.04","250,193.17","26,229.53","28,990.06",,569.96,"72,237.82",436
2015,Q4,Indiana,"39,559.33","15,151.36","16,334.33","7,854.49",0,,"9,031.56",151
2016,Q4,Indiana,,,,,,,,163
2017,Q4,Indiana,,,,,,,,213
2018,Q4,Indiana,,,,,,,,234
2019,Q4,Indiana,"40,956.28","14,112.67","11,288.66","14,292.39",0,183.86,"18,528.16",261
2020,Q4,Indiana,"45,585.67","24,827.05","7,773.65","13,204.65",0,174.85,"24,172.73",277
2021,Q4,Indiana,"39,854.95","17,620.41","9,776.39","13,038.75",0,80.45,"18,301.77",288
2022,Q4,Indiana,"51,352.44","43,089.77","13,466.73","10,431.53",0,46.2,"22,096.47",295
2015,Q4,Iowa,"10,455.41","1,336.56","2,985.09","5,807.85",0,66.54,"3,522.72",71
2016,Q4,Iowa,,,,,,,,94
2017,Q4,Iowa,,,,,,,,115
2018,Q4,Iowa,,,,,,,,125
2019,Q4,Iowa,"31,368.27",,"4,795.22","14,877.25",,209.96,"11,153.64",137
2020,Q4,Iowa,"27,901.16",,"2,956.80","10,891.06",,161.51,"10,449.00",149
2021,Q4,Iowa,"34,534.94",,"3,259.56","17,641.97",,161.29,"12,847.96",154
2022,Q4,Iowa,"31,693.04","11,241.09","7,037.79","9,216.38",,112.79,"16,501.86",166
2015,Q4,Kansas,"10,697.73",,"2,306.56","2,122.48",0,305.51,"1,904.39",37
2016,Q4,Kansas,,,,,,,,47
2017,Q4,Kansas,,,,,,,,53
2018,Q4,Kansas,,,,,,,,64
2019,Q4,Kansas,"6,751.62",,"1,815.08","3,291.47",0,263.1,"3,391.79",78
2020,Q4,Kansas,"7,076.17",,912.31,"2,816.19",0,135.18,"4,073.88",78
2021,Q4,Kansas,"6,798.00",,"1,073.32","2,846.77",0,289.82,"2,618.69",88
2022,Q4,Kansas,"6,514.59",,966.43,"3,330.30",0,210.43,"2,731.29",92
2015,Q4,Kentucky,"18,908.52","19,154.19","6,830.08","3,197.15",,,"14,978.86",48
2016,Q4,Kentucky,,,,,,,,60
2017,Q4,Kentucky,,,,,,,,73
2018,Q4,Kentucky,,,,,,,,86
2019,Q4,Kentucky,"46,443.85","30,975.35","5,968.66","6,101.94",0,,"32,513.90",105
2020,Q4,Kentucky,"69,634.72",,"3,520.10","6,604.96",0,417.16,"43,183.63",118
2021,Q4,Kentucky,"51,050.00","48,596.87","5,274.11","8,091.00",0,,"53,927.43",128
2022,Q4,Kentucky,"55,983.14",,"5,255.07","5,511.89",0,,"47,528.73",138
2015,Q4,Louisiana,,,"15,316.78","2,090.00",,153.62,,25
2016,Q4,Louisiana,,,,,,,,34
2017,Q4,Louisiana,,,,,,,,43
2018,Q4,Louisiana,,,,,,,,47
2019,Q4,Louisiana,"45,455.49",,,"16,106.22",,316.54,,60
2020,Q4,Louisiana,"55,108.74",,,"17,777.93",,,"27,720.05",68
2021,Q4,Louisiana,"54,039.00",,,"19,946.00",,143.06,,69
2022,Q4,Louisiana,"44,097.69",,,"23,478.42",,193.45,"25,229.50",75
2015,Q4,Maine,"62,307.51","29,291.45","25,768.89","3,594.86",0,230.29,"26,733.50",124
2018,Q1,Alabama,,,,,,,,55
2018,Q1,Alaska,,,,,,,,51
2018,Q1,Arizona,,,,,,,,146
2018,Q1,Arkansas,,,,,,,,53
2018,Q1,California,,,,,,,,1236
2018,Q1,Colorado,,,,,,,,500
2018,Q1,Connecticut,,,,,,,,124
2018,Q1,Delaware,,,,,,,,38
2018,Q1,District of Columbia,,,,,,,,13
2018,Q1,Florida,,,,,,,,386
2018,Q1,Georgia,,,,,,,,121
2018,Q1,Hawaii,,,,,,,,38
2018,Q1,Idaho,,,,,,,,87
2018,Q1,Illinois,,,,,,,,338
2018,Q1,Indiana,,,,,,,,234
2018,Q1,Iowa,,,,,,,,125
2018,Q1,Kansas,,,,,,,,64
2018,Q1,Kentucky,,,,,,,,86
2018,Q1,Louisiana,,,,,,,,47
2018,Q1,Maine,,,,,,,,230
2018,Q1,Maryland,,,,,,,,141
2018,Q1,Massachusetts,,,,,,,,165
2018,Q1,Michigan,,,,,,,,510
2018,Q1,Minnesota,,,,,,,,239
2018,Q1,Mississippi,,,,,,,,19
2018,Q1,Missouri,,,,,,,,168
2018,Q1,Montana,,,,,,,,108
2018,Q1,Nebraska,,,,,,,,60
2018,Q1,Nevada,,,,,,,,50
2018,Q1,New Jersey,,,,,,,,146
2018,Q1,New Mexico,,,,,,,,124
2018,Q1,New York,,,,,,,,532
2018,Q1,"New
Hampshire",,,,,,,,106
2018,Q1,North Carolina,,,,,,,,387
2018,Q1,North Dakota,,,,,,,,26
2018,Q1,Ohio,,,,,,,,377
2018,Q1,Oklahoma,,,,,,,,55
2018,Q1,Oregon,,,,,,,,386
2018,Q1,Pennsylvania,,,,,,,,472
2018,Q1,Rhode Island,,,,,,,,33
2018,Q1,South Carolina,,,,,,,,94
2018,Q1,South Dakota,,,,,,,,35
2018,Q1,Tennessee,,,,,,,,140
2018,Q1,Texas,,,,,,,,387
2018,Q1,Utah,,,,,,,,46
2018,Q1,Vermont,,,,,,,,90
2018,Q1,Virginia,,,,,,,,328
2018,Q1,Washington,,,,,,,,540
2018,Q1,West Virginia,,,,,,,,32
2018,Q1,Wisconsin,,,,,,,,303
2018,Q1,Wyoming,,,,,,,,44
2018,Q2,Alabama,,,,,,,,55
2018,Q2,Alaska,,,,,,,,51
2018,Q2,Arizona,,,,,,,,146
2018,Q2,Arkansas,,,,,,,,53
2018,Q2,California,,,,,,,,1236
2018,Q2,Colorado,,,,,,,,500
2018,Q2,Connecticut,,,,,,,,124
2018,Q2,Delaware,,,,,,,,38
2018,Q2,District of Columbia,,,,,,,,13
2018,Q2,Florida,,,,,,,,386
2018,Q2,Georgia,,,,,,,,121
2018,Q2,Hawaii,,,,,,,,38
2018,Q2,Idaho,,,,,,,,87
2018,Q2,Illinois,,,,,,,,338
2018,Q2,Indiana,,,,,,,,234
2018,Q2,Iowa,,,,,,,,125
2018,Q2,Kansas,,,,,,,,64
2018,Q2,Kentucky,,,,,,,,86
2018,Q2,Louisiana,,,,,,,,47
2018,Q2,Maine,,,,,,,,230
2018,Q2,Maryland,,,,,,,,141
2018,Q2,Massachusetts,,,,,,,,165
2018,Q2,Michigan,,,,,,,,510
2018,Q2,Minnesota,,,,,,,,239
2018,Q2,Mississippi,,,,,,,,19
2018,Q2,Missouri,,,,,,,,168
2018,Q2,Montana,,,,,,,,108
2018,Q2,Nebraska,,,,,,,,60
2018,Q2,Nevada,,,,,,,,50
2018,Q2,New Jersey,,,,,,,,146
2018,Q2,New Mexico,,,,,,,,124
2018,Q2,New York,,,,,,,,532
2018,Q2,"New
Hampshire",,,,,,,,106
2018,Q2,North Carolina,,,,,,,,387
2018,Q2,North Dakota,,,,,,,,26
2018,Q2,Ohio,,,,,,,,377
2018,Q2,Oklahoma,,,,,,,,55
2018,Q2,Oregon,,,,,,,,386
2018,Q2,Pennsylvania,,,,,,,,472
2018,Q2,Rhode Island,,,,,,,,33
2018,Q2,South Carolina,,,,,,,,94
2018,Q2,South Dakota,,,,,,,,35
2018,Q2,Tennessee,,,,,,,,140
2018,Q2,Texas,,,,,,,,387
2018,Q2,Utah,,,,,,,,46
2018,Q2,Vermont,,,,,,,,90
2018,Q2,Virginia,,,,,,,,328
2018,Q2,Washington,,,,,,,,540
2018,Q2,West Virginia,,,,,,,,32
2018,Q2,Wisconsin,,,,,,,,303
2018,Q2,Wyoming,,,,,,,,44
2018,Q3,Alabama,,,,,,,,55
2018,Q3,Alaska,,,,,,,,51
2018,Q3,Arizona,,,,,,,,146
2018,Q3,Arkansas,,,,,,,,53
2018,Q3,California,,,,,,,,1236
2018,Q3,Colorado,,,,,,,,500
2018,Q3,Connecticut,,,,,,,,124
2018,Q3,Delaware,,,,,,,,38
2018,Q3,District of Columbia,,,,,,,,13
2018,Q3,Florida,,,,,,,,386
2018,Q3,Georgia,,,,,,,,121
2018,Q3,Hawaii,,,,,,,,38
2018,Q3,Idaho,,,,,,,,87
2018,Q3,Illinois,,,,,,,,338
2018,Q3,Indiana,,,,,,,,234
2018,Q3,Iowa,,,,,,,,125
2018,Q3,Kansas,,,,,,,,64
2018,Q3,Kentucky,,,,,,,,86
2018,Q3,Louisiana,,,,,,,,47
2018,Q3,Maine,,,,,,,,230
2018,Q3,Maryland,,,,,,,,141
2018,Q3,Massachusetts,,,,,,,,165
2018,Q3,Michigan,,,,,,,,510
2018,Q3,Minnesota,,,,,,,,239
2018,Q3,Mississippi,,,,,,,,19
2018,Q3,Missouri,,,,,,,,168
2018,Q3,Montana,,,,,,,,108
2018,Q3,Nebraska,,,,,,,,60
2018,Q3,Nevada,,,,,,,,50
2018,Q3,New Jersey,,,,,,,,146
2018,Q3,New Mexico,,,,,,,,124
2018,Q3,New York,,,,,,,,532
2018,Q3,"New
Hampshire",,,,,,,,106
2018,Q3,North Carolina,,,,,,,,387
2018,Q3,North Dakota,,,,,,,,26
2018,Q3,Ohio,,,,,,,,377
2018,Q3,Oklahoma,,,,,,,,55
2018,Q3,Oregon,,,,,,,,386
2018,Q3,Pennsylvania,,,,,,,,472
2018,Q3,Rhode Island,,,,,,,,33
2018,Q3,South Carolina,,,,,,,,94
2018,Q3,South Dakota,,,,,,,,35
2018,Q3,Tennessee,,,,,,,,140
2018,Q3,Texas,,,,,,,,387
2018,Q3,Utah,,,,,,,,46
2018,Q3,Vermont,,,,,,,,90
2018,Q3,Virginia,,,,,,,,328
2018,Q3,Washington,,,,,,,,540
2018,Q3,West Virginia,,,,,,,,32
2018,Q3,Wisconsin,,,,,,,,303
2018,Q3,Wyoming,,,,,,,,44
2016,Q4,Maine,,,,,,,,146
2017,Q4,Maine,,,,,,,,189
2018,Q4,Maine,,,,,,,,230
2019,Q4,Maine,"54,573.70","17,494.53","24,521.91","11,580.40",,81.72,"23,063.00",268
2020,Q4,Maine,"50,737.80","27,045.74","10,540.52","12,984.83",,24.71,"22,897.84",293
2021,Q4,Maine,"60,108.52","22,984.47","21,013.62","16,789.31",,119.41,"21,257.01",321
2022,Q4,Maine,"61,556.19","21,328.20","21,086.52","18,022.59",0,155.79,"19,877.24",340
2015,Q4,Maryland,"57,301.15","26,499.19","15,762.06","5,006.58",,207.18,"24,121.40",73
2016,Q4,Maryland,,,,,,,,88
2017,Q4,Maryland,,,,,,,,116
2018,Q4,Maryland,,,,,,,,141
2019,Q4,Maryland,"90,852.49","72,265.42","17,323.99","7,627.40",,"1,025.04","26,342.09",159
2020,Q4,Maryland,"95,336.96","94,305.54","7,738.49","8,077.39",,"1,012.94","29,856.13",176
2021,Q4,Maryland,"108,365.00","91,581.20","10,322.05","10,334.00",,835.44,"28,602.94",188
2022,Q4,Maryland,"91,736.65","75,869.51","10,318.99","14,391.18",,649.29,"31,048.26",200
2015,Q4,Massachusetts,"73,992.04","31,590.57","32,423.25","5,698.98",,296.11,"20,672.32",84
2016,Q4,Massachusetts,,,,,,,,102
2017,Q4,Massachusetts,,,,,,,,131
2018,Q4,Massachusetts,,,,,,,,165
2019,Q4,Massachusetts,"120,658.63","56,938.78","32,677.72","23,656.64",,298.19,"42,056.47",186
2020,Q4,Massachusetts,"104,319.21","65,025.35","11,013.30","26,327.48",,227.07,"31,300.46",197
2021,Q4,Massachusetts,"111,282.32","57,582.79","25,616.18","23,463.43",166.52,442.81,"40,768.42",212
2022,Q4,Massachusetts,"89,843.63","46,167.36","24,914.41","20,386.40",,387.36,"34,308.28",227
2015,Q4,Michigan,"260,025.92","133,095.60","79,127.50","15,581.80",,"1,526.15","84,015.52",316
2016,Q4,Michigan,,,,,,,,379
2017,Q4,Michigan,,,,,,,,452
2018,Q4,Michigan,,,,,,,,510
2019,Q4,Michigan,"352,865.49","209,526.72","75,508.13","33,330.25",,"1,639.33","137,375.44",577
2020,Q4,Michigan,"307,485.55","236,934.92","29,470.87","25,714.05",,"1,011.71","128,448.73",605
2021,Q4,Michigan,"293,097.60","195,091.50","52,062.56","29,146.55",,"1,263.35","133,304.40",636
2022,Q4,Michigan,"279,645.23","169,112.29","47,423.63","41,752.09",609.28,"1,347.91","127,398.97",670
2015,Q4,Minnesota,"125,914.35","71,289.56","34,052.21","10,909.73",,294.93,"47,901.10",142
2016,Q4,Minnesota,,,,,,,,165
2017,Q4,Minnesota,,,,,,,,214
2018,Q4,Minnesota,,,,,,,,239
2019,Q4,Minnesota,"605,523.95",,"31,691.07","29,137.05",,340.82,"66,173.65",267
2020,Q4,Minnesota,"1,094,020.87","1,017,191.93","12,054.14","22,550.71",,268.66,"77,822.19",286
2021,Q4,Minnesota,"484,624.34",,"20,548.11","25,683.74",,411.18,"70,339.34",301
2022,Q4,Minnesota,"316,163.31","264,397.94","20,868.73","24,171.26",,314.41,"64,040.77",314
2015,Q4,Mississippi,"5,796.04",,,"1,511.00",0,,"1,291.03",14
2016,Q4,Mississippi,,,,,,,,14
2017,Q4,Mississippi,,,,,,,,16
2018,Q4,Mississippi,,,,,,,,19
2019,Q4,Mississippi,"5,731.86",,,"2,806.02",,,"1,699.45",22
2020,Q4,Mississippi,"4,262.11",,,"2,046.73",0,,"1,268.12",25
2021,Q4,Mississippi,"4,105.81",,,"2,195.55",0,,"4,870.34",32
2022,Q4,Mississippi,"3,749.89",,,"2,056.55",0,,,33
2015,Q4,Missouri,,,,"5,286.24",,746.59,,90
2016,Q4,Missouri,,,,,,,,116
2017,Q4,Missouri,,,,,,,,145
2018,Q4,Missouri,,,,,,,,168
2019,Q1,Alabama,"16,953.88",,"2,193.75","10,478.06",0,,"7,964.99",66
2019,Q1,Alaska,"42,415.42",,"11,233.53","7,334.82",,100.07,"13,153.90",59
2019,Q1,Arizona,"52,992.09","15,253.26","20,908.48","14,546.36",0,661.92,"9,190.14",157
2019,Q1,Arkansas,"8,476.36",,"1,159.55","4,092.73",0,,"2,978.65",58
2019,Q1,California,"4,857,908.20","3,584,543.52","496,344.94","89,949.30",,"3,113.51","1,343,783.63",1370
2019,Q1,Colorado,"4,954,843.69","3,816,768.55","398,659.45","39,331.70",,"2,835.22","1,643,253.00",544
2019,Q1,Connecticut,"49,372.81","27,885.84","11,082.62","6,525.83",,526.7,"16,350.15",149
2019,Q1,Delaware,,,,"3,289.63",0,,,43
2019,Q1,District of Columbia,"7,007.44",,,"2,822.80",0,,"3,183.36",15
2019,Q1,Florida,,,"322,997.59","50,077.22","17,466.15","2,321.42","576,339.84",464
2019,Q1,Georgia,"3,953,170.06","3,382,591.72","135,105.19","10,254.15",,449.48,"942,705.40",158
2019,Q1,Hawaii,"20,945.72",,"8,880.85","3,877.63",,170.02,"6,047.90",43
2019,Q1,Idaho,"7,398.00","2,680.56","3,059.68","3,209.83",0,258.92,"5,859.55",101
2019,Q1,Illinois,"396,487.18","285,589.67","50,191.23","27,626.71",,928.11,"85,626.10",372
2019,Q1,Indiana,"51,871.89","16,349.30","14,019.65","13,151.08",0,414.12,"22,989.18",261
2019,Q1,Iowa,"27,209.08",,"3,621.02","13,468.03",,161.81,"10,631.06",137
2019,Q1,Kansas,"7,348.35",,"1,637.97","3,422.21",0,,"2,872.79",78
2019,Q1,Kentucky,"44,078.93","25,014.17","4,407.38","7,594.49",0,96.25,"19,837.13",105
2019,Q1,Louisiana,"53,704.64",,,"10,885.26",,300.84,,60
2019,Q1,Maine,"54,042.16","15,748.52","23,047.74","9,763.57",,,"22,301.75",268
2019,Q1,Maryland,"97,424.50","68,340.33","17,271.18","8,409.24",,867.95,"35,517.06",159
2019,Q1,Massachusetts,"136,650.80","58,377.89","35,084.44","18,921.60",,339.77,"44,844.91",186
2019,Q1,Michigan,"382,743.16","213,833.15","86,313.12","31,261.03",,974.94,"153,944.77",577
2019,Q1,Minnesota,"268,964.58","170,682.88","31,362.23","18,170.20",,292.12,"112,849.52",267
2019,Q1,Mississippi,"6,242.99",,,"2,862.32",0,,"1,668.10",22
2019,Q1,Missouri,,,,"7,950.72",,498.35,,192
2019,Q1,Montana,"41,398.43","12,246.34","9,622.16","12,180.55",0,736.81,"18,507.36",121
2019,Q1,Nebraska,"13,717.59",,"2,259.70","6,381.62",0,363.76,"4,750.17",67
2019,Q1,Nevada,"19,315.84","4,194.17","6,382.38","5,901.68",0,,"3,142.40",65
2019,Q1,New Hampshire,,,,"10,679.85",,340.1,,175
2019,Q1,New Jersey,,,,"24,987.15",,542,,143
2019,Q1,New Mexico,"29,897.16","12,399.93","9,429.65","5,908.80",0,313.09,"13,489.80",618
2019,Q1,New York,"2,243,365.07","1,811,396.42","108,683.29","45,771.45","20,601.58","1,090.62","708,078.99",125
2019,Q1,North Carolina,"318,660.68","211,024.93","72,024.77","36,131.29",,467.63,"156,018.62",443
2019,Q1,North Dakota,"2,622.65",0,,"2,142.83",0,15.66,"1,137.71",29
2019,Q1,Ohio,"4,506,075.34","3,782,483.64","331,644.00","26,282.57",,929.92,"961,561.08",437
2019,Q1,Oklahoma,"6,836.16",,,"5,165.25",0,184.67,"3,310.51",76
2019,Q1,Oregon,"387,234.41","217,792.08","82,513.52","28,452.69",,"1,151.11","131,328.50",406
2019,Q1,Pennsylvania,"1,447,272.11","1,068,256.11","188,441.67","21,598.14","21,729.83","1,500.73","398,320.63",560
2019,Q1,Rhode Island,"19,616.77","8,442.96","3,982.70","4,206.64",0,236.81,"5,888.39",40
2019,Q1,South Carolina,"21,259.18","4,227.26","2,782.98","10,440.17",,450.23,"13,227.44",115
2019,Q1,South Dakota,"3,078.84",,,"2,193.94",0,,"1,857.87",45
2019,Q1,Tennessee,"670,705.95","547,980.65","10,727.32","15,590.21",,803.79,"156,590.35",174
2019,Q1,Texas,"4,917,042.72","4,021,818.47","271,727.94","46,141.47",,"1,658.87","1,109,137.71",466
2019,Q1,Utah,"42,308.98","18,371.25","9,261.05","4,425.19",,,"15,984.20",54
2019,Q1,Vermont,"92,002.90","40,694.28","16,453.14","7,518.22",0,12.29,"22,464.31",100
2019,Q1,Virginia,"3,478,258.48","2,767,035.65","299,529.64","36,648.42",,358.85,"713,214.05",383
2019,Q1,Washington,"141,770.84","42,185.04","49,597.37","34,626.31",,790.45,"84,931.45",600
2019,Q1,West Virginia,"2,991.99",,744.96,"2,059.87",0,,"1,554.30",34
2019,Q1,Wisconsin,"2,235,945.10","1,666,945.01",,"16,190.00","10,104.00",127.71,"876,761.95",346
2019,Q1,Wyoming,"10,092.11",,"3,599.48","2,862.36",,,"4,375.34",51
2019,Q2,Alabama,"20,602.68",,"2,377.78","14,444.19",0,180.46,"6,834.07",66
2019,Q2,Alaska,"62,073.99",,"17,835.80","10,049.75",,199.01,"15,575.98",59
2019,Q2,Arizona,"56,255.51","18,572.64","20,297.99","13,216.00",0,715.93,"8,159.27",157
2019,Q2,Arkansas,"10,515.81",,"1,248.96","5,687.83",0,,"2,620.74",58
2019,Q2,California,"5,450,121.69","4,309,228.27","531,820.48","111,083.43",,"2,687.24","1,370,103.77",1370
2019,Q2,Colorado,"5,821,162.48","4,765,939.17","415,322.02","60,245.00",,"2,517.15","1,706,065.38",544
