Jurisdiction,Postal Code,FIPS Code,Policies as of,Control,Specific Excise Tax Per Gallon for 5% Alcohol,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Wholesale Tax Rate,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Retail Tax Rate,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Sales Tax Does Not Apply,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Sales Tax Rate,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Sales Tax Adjusted Retail Ad Valorem Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Wholesale Tax Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Retail Tax Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Sales Tax Does Not Apply,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Sales Tax Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Sales Tax Adjusted Retail Ad Valorem Rate,Additional Taxes for 3.2-6% Alcohol,Notes,Citations Count,Citations,Juris Note,Row Note
Georgia,GA,13,1/1/2023,0,$1.01,,,0,,,,,0,,,,"Juris Note: 

            $0.32 per gallon for malt beverages sold in barrels or bulk containers containing not more than 31 gallons, and $0.39 per gallon on barrels or bulk containers of 15.5 gallons or less.",3 Citations,"CS: Ga. Code Ann. § 3-1-2

CS: Ga. Code Ann. § 3-5-60

CS: Ga. Code Ann. § 3-5-80","$0.32 per gallon for malt beverages sold in barrels or bulk containers containing not more than 31 gallons, and $0.39 per gallon on barrels or bulk containers of 15.5 gallons or less.",
Hawaii,HI,15,1/1/2010,0,$0.93,,,0,,,,,0,,,,"Juris Note: 

            $0.54 per gallon for containers of 7 gallons or more.",2 Citations,"CS: Haw. Rev. Stat. § 244D-1

CS: Haw. Rev. Stat. § 244D-4",$0.54 per gallon for containers of 7 gallons or more.,
Hawaii,HI,15,1/1/2011,0,$0.93,,,0,,,,,0,,,,"Juris Note: 

            $0.54 per gallon for containers of 7 gallons or more.",2 Citations,"CS: Haw. Rev. Stat. § 244D-1

CS: Haw. Rev. Stat. § 244D-4",$0.54 per gallon for containers of 7 gallons or more.,
Hawaii,HI,15,1/1/2012,0,$0.93,,,0,,,,,0,,,,"Juris Note: 

            $0.54 per gallon for containers of 7 gallons or more.",2 Citations,"CS: Haw. Rev. Stat. § 244D-1

CS: Haw. Rev. Stat. § 244D-4",$0.54 per gallon for containers of 7 gallons or more.,
Hawaii,HI,15,1/1/2013,0,$0.93,,,0,,,,,0,,,,"Juris Note: 

            $0.54 per gallon for containers of 7 gallons or more.",2 Citations,"CS: Haw. Rev. Stat. § 244D-1

CS: Haw. Rev. Stat. § 244D-4",$0.54 per gallon for containers of 7 gallons or more.,
Hawaii,HI,15,1/1/2014,0,$0.93,,,0,,,,,0,,,,"Juris Note: 

            $0.54 per gallon for containers of 7 gallons or more.",2 Citations,"CS: Haw. Rev. Stat. § 244D-1

CS: Haw. Rev. Stat. § 244D-4",$0.54 per gallon for containers of 7 gallons or more.,
Hawaii,HI,15,1/1/2015,0,$0.93,,,0,,,,,0,,,,"Juris Note: 

            $0.54 per gallon for containers of 7 gallons or more.",2 Citations,"CS: Haw. Rev. Stat. § 244D-1

CS: Haw. Rev. Stat. § 244D-4",$0.54 per gallon for containers of 7 gallons or more.,
Hawaii,HI,15,1/1/2016,0,$0.93,,,0,,,,,0,,,,"Juris Note: 

            $0.54 per gallon for containers of 7 gallons or more.",2 Citations,"CS: Haw. Rev. Stat. § 244D-1

CS: Haw. Rev. Stat. § 244D-4",$0.54 per gallon for containers of 7 gallons or more.,
Hawaii,HI,15,1/1/2017,0,$0.93,,,0,,,,,0,,,,"Juris Note: 

            $0.54 per gallon for containers of 7 gallons or more.",2 Citations,"CS: Haw. Rev. Stat. § 244D-1

CS: Haw. Rev. Stat. § 244D-4",$0.54 per gallon for containers of 7 gallons or more.,
Hawaii,HI,15,1/1/2018,0,$0.93,,,0,,,,,0,,,,"Juris Note: 

            $0.54 per gallon for containers of 7 gallons or more.",2 Citations,"CS: Haw. Rev. Stat. § 244D-1

CS: Haw. Rev. Stat. § 244D-4",$0.54 per gallon for containers of 7 gallons or more.,
Hawaii,HI,15,1/1/2019,0,$0.93,,,0,,,,,0,,,,"Juris Note: 

            $0.54 per gallon for containers of 7 gallons or more.",2 Citations,"CS: Haw. Rev. Stat. § 244D-1

CS: Haw. Rev. Stat. § 244D-4",$0.54 per gallon for containers of 7 gallons or more.,
Hawaii,HI,15,1/1/2020,0,$0.93,,,0,,,,,0,,,,"Juris Note: 

            $0.54 per gallon for containers of 7 gallons or more.",2 Citations,"CS: Haw. Rev. Stat. § 244D-1

CS: Haw. Rev. Stat. § 244D-4",$0.54 per gallon for containers of 7 gallons or more.,
Hawaii,HI,15,1/1/2021,0,$0.93,,,0,,,,,0,,,,"Juris Note: 

            $0.54 per gallon for containers of 7 gallons or more.",2 Citations,"CS: Haw. Rev. Stat. § 244D-1

CS: Haw. Rev. Stat. § 244D-4",$0.54 per gallon for containers of 7 gallons or more.,
Hawaii,HI,15,1/1/2022,0,$0.93,,,0,,,,,0,,,,"Juris Note: 

            $0.54 per gallon for containers of 7 gallons or more.",2 Citations,"CS: Haw. Rev. Stat. § 244D-1

CS: Haw. Rev. Stat. § 244D-4",$0.54 per gallon for containers of 7 gallons or more.,
Hawaii,HI,15,1/1/2023,0,$0.93,,,0,,,,,0,,,,"Juris Note: 

            $0.54 per gallon for containers of 7 gallons or more.",2 Citations,"CS: Haw. Rev. Stat. § 244D-1

CS: Haw. Rev. Stat. § 244D-4",$0.54 per gallon for containers of 7 gallons or more.,
Idaho,ID,16,1/1/2010,0,$0.15,,,0,,,,,0,,,$0.45 per gallon applies to beer over 5% alcohol.,,5 Citations,"CS: Idaho Code § 23-1001

CS: Idaho Code § 23-1002

CS: Idaho Code § 23-1008

CS: Idaho Code § 23-1319

CR: Idaho Admin. Code § 35.01.09.011",,
Idaho,ID,16,1/1/2011,0,$0.15,,,0,,,,,0,,,$0.45 per gallon applies to beer over 5% alcohol.,,5 Citations,"CS: Idaho Code § 23-1001

CS: Idaho Code § 23-1002

CS: Idaho Code § 23-1008

CS: Idaho Code § 23-1319

CR: Idaho Admin. Code § 35.01.09.011",,
Idaho,ID,16,1/1/2012,0,$0.15,,,0,,,,,0,,,$0.45 per gallon applies to beer over 5% alcohol.,,5 Citations,"CS: Idaho Code § 23-1001

CS: Idaho Code § 23-1002

CS: Idaho Code § 23-1008

CS: Idaho Code § 23-1319

CR: Idaho Admin. Code § 35.01.09.011",,
Idaho,ID,16,1/1/2013,0,$0.15,,,0,,,,,0,,,$0.45 per gallon applies to beer over 5% alcohol.,,5 Citations,"CS: Idaho Code § 23-1001

CS: Idaho Code § 23-1002

CS: Idaho Code § 23-1008

CS: Idaho Code § 23-1319

CR: Idaho Admin. Code § 35.01.09.011",,
Idaho,ID,16,1/1/2014,0,$0.15,,,0,,,,,0,,,$0.45 per gallon applies to beer over 5% alcohol.,,5 Citations,"CS: Idaho Code § 23-1001

CS: Idaho Code § 23-1002

CS: Idaho Code § 23-1008

CS: Idaho Code § 23-1319

CR: Idaho Admin. Code § 35.01.09.011",,
Idaho,ID,16,1/1/2015,0,$0.15,,,0,,,,,0,,,$0.45 per gallon applies to beer over 5% alcohol.,,5 Citations,"CS: Idaho Code § 23-1001

CS: Idaho Code § 23-1002

CS: Idaho Code § 23-1008

CS: Idaho Code § 23-1319

CR: Idaho Admin. Code § 35.01.09.011",,
Idaho,ID,16,1/1/2016,0,$0.15,,,0,,,,,0,,,$0.45 per gallon applies to beer over 5% alcohol.,,5 Citations,"CS: Idaho Code § 23-1001

CS: Idaho Code § 23-1002

CS: Idaho Code § 23-1008

CS: Idaho Code § 23-1319

CR: Idaho Admin. Code § 35.01.09.011",,
Idaho,ID,16,1/1/2017,0,$0.15,,,0,,,,,0,,,$0.45 per gallon applies to beer over 5% alcohol.,,5 Citations,"CS: Idaho Code § 23-1001

CS: Idaho Code § 23-1002

CS: Idaho Code § 23-1008

CS: Idaho Code § 23-1319

CR: Idaho Admin. Code § 35.01.09.011",,
Idaho,ID,16,1/1/2018,0,$0.15,,,0,,,,,0,,,$0.45 per gallon applies to beer over 5% alcohol.,,5 Citations,"CS: Idaho Code § 23-1001

CS: Idaho Code § 23-1002

CS: Idaho Code § 23-1008

CS: Idaho Code § 23-1319

CR: Idaho Admin. Code § 35.01.09.011",,
Idaho,ID,16,1/1/2019,0,$0.15,,,0,,,,,0,,,$0.45 per gallon applies to beer over 5% alcohol.,,5 Citations,"CS: Idaho Code § 23-1001

CS: Idaho Code § 23-1002

CS: Idaho Code § 23-1008

CS: Idaho Code § 23-1319

CR: Idaho Admin. Code § 35.01.09.011",,
Idaho,ID,16,1/1/2020,0,$0.15,,,0,,,,,0,,,$0.45 per gallon applies to beer over 5% alcohol.,,5 Citations,"CS: Idaho Code § 23-1001

CS: Idaho Code § 23-1002

CS: Idaho Code § 23-1008

CS: Idaho Code § 23-1319

CR: Idaho Admin. Code § 35.01.09.011",,
Idaho,ID,16,1/1/2021,0,$0.15,,,0,,,,,0,,,$0.45 per gallon applies to beer over 5% alcohol.,,5 Citations,"CS: Idaho Code § 23-1001

CS: Idaho Code § 23-1002

CS: Idaho Code § 23-1008

CS: Idaho Code § 23-1319

CR: Idaho Admin. Code § 35.01.09.011",,
Idaho,ID,16,1/1/2022,0,$0.15,,,0,,,,,0,,,$0.45 per gallon applies to beer over 5% alcohol.,,4 Citations,"CS: Idaho Code § 23-1001

CS: Idaho Code § 23-1002

CS: Idaho Code § 23-1008

CS: Idaho Code § 23-1319

CR: Idaho Admin. Code § 35.01.09.011",,
Idaho,ID,16,1/1/2023,0,$0.15,,,0,,,,,0,,,$0.45 per gallon applies to beer over 5% alcohol.,,4 Citations,"CS: Idaho Code § 23-1001

CS: Idaho Code § 23-1002

CS: Idaho Code § 23-1008

CS: Idaho Code § 23-1319

CR: Idaho Admin. Code § 35.01.09.011",,
Illinois,IL,17,1/1/2010,0,$0.23,,,0,,,,,0,,,,,5 Citations,"EB: 2009 Ill. Laws 96-34, § 945

EB: 2009 Ill. Laws 96-37, § 60-35

EB: 2009 Ill. Laws 96-38, § 30

CS: 235 Ill. Comp. Stat. 5/1-3.04

CS: 235 Ill. Comp. Stat. 5/8-1",,
Illinois,IL,17,1/1/2011,0,$0.23,,,0,,,,,0,,,,,5 Citations,"EB: 2009 Ill. Laws 96-34, § 945

EB: 2009 Ill. Laws 96-37, § 60-35

EB: 2009 Ill. Laws 96-38, § 30

CS: 235 Ill. Comp. Stat. 5/1-3.04

CS: 235 Ill. Comp. Stat. 5/8-1",,
Illinois,IL,17,1/1/2012,0,$0.23,,,0,,,,,0,,,,,5 Citations,"EB: 2009 Ill. Laws 96-34, § 945

EB: 2009 Ill. Laws 96-37, § 60-35

EB: 2009 Ill. Laws 96-38, § 30

CS: 235 Ill. Comp. Stat. 5/1-3.04

CS: 235 Ill. Comp. Stat. 5/8-1",,
Illinois,IL,17,1/1/2013,0,$0.23,,,0,,,,,0,,,,,5 Citations,"EB: 2009 Ill. Laws 96-34, § 945

EB: 2009 Ill. Laws 96-37, § 60-35

EB: 2009 Ill. Laws 96-38, § 30

CS: 235 Ill. Comp. Stat. 5/1-3.04

CS: 235 Ill. Comp. Stat. 5/8-1",,
Illinois,IL,17,1/1/2014,0,$0.23,,,0,,,,,0,,,,,5 Citations,"EB: 2009 Ill. Laws 96-34, § 945

EB: 2009 Ill. Laws 96-37, § 60-35

EB: 2009 Ill. Laws 96-38, § 30

CS: 235 Ill. Comp. Stat. 5/1-3.04

CS: 235 Ill. Comp. Stat. 5/8-1",,
Illinois,IL,17,1/1/2015,0,$0.23,,,0,,,,,0,,,,,5 Citations,"EB: 2009 Ill. Laws 96-34, § 945

EB: 2009 Ill. Laws 96-37, § 60-35

EB: 2009 Ill. Laws 96-38, § 30

CS: 235 Ill. Comp. Stat. 5/1-3.04

CS: 235 Ill. Comp. Stat. 5/8-1",,
Illinois,IL,17,1/1/2016,0,$0.23,,,0,,,,,0,,,,,5 Citations,"EB: 2009 Ill. Laws 96-34, § 945

EB: 2009 Ill. Laws 96-37, § 60-35

EB: 2009 Ill. Laws 96-38, § 30

CS: 235 Ill. Comp. Stat. 5/1-3.04

CS: 235 Ill. Comp. Stat. 5/8-1",,
Illinois,IL,17,1/1/2017,0,$0.23,,,0,,,,,0,,,,,5 Citations,"EB: 2009 Ill. Laws 96-34, § 945

EB: 2009 Ill. Laws 96-37, § 60-35

EB: 2009 Ill. Laws 96-38, § 30

CS: 235 Ill. Comp. Stat. 5/1-3.04

CS: 235 Ill. Comp. Stat. 5/8-1",,
Illinois,IL,17,1/1/2018,0,$0.23,,,0,,,,,0,,,,,5 Citations,"EB: 2009 Ill. Laws 96-34, § 945

EB: 2009 Ill. Laws 96-37, § 60-35

EB: 2009 Ill. Laws 96-38, § 30

CS: 235 Ill. Comp. Stat. 5/1-3.04

CS: 235 Ill. Comp. Stat. 5/8-1",,
Illinois,IL,17,1/1/2019,0,$0.23,,,0,,,,,0,,,,,5 Citations,"EB: 2009 Ill. Laws 96-34, § 945

EB: 2009 Ill. Laws 96-37, § 60-35

EB: 2009 Ill. Laws 96-38, § 30

CS: 235 Ill. Comp. Stat. 5/1-3.04

CS: 235 Ill. Comp. Stat. 5/8-1",,
Illinois,IL,17,1/1/2020,0,$0.23,,,0,,,,,0,,,,,5 Citations,"EB: 2009 Ill. Laws 96-34, § 945

EB: 2009 Ill. Laws 96-37, § 60-35

EB: 2009 Ill. Laws 96-38, § 30

CS: 235 Ill. Comp. Stat. 5/1-3.04

CS: 235 Ill. Comp. Stat. 5/8-1",,
Illinois,IL,17,1/1/2021,0,$0.23,,,0,,,,,0,,,,,5 Citations,"EB: 2009 Ill. Laws 96-34, § 945

EB: 2009 Ill. Laws 96-37, § 60-35

EB: 2009 Ill. Laws 96-38, § 30

CS: 235 Ill. Comp. Stat. 5/1-3.04

CS: 235 Ill. Comp. Stat. 5/8-1",,
Illinois,IL,17,1/1/2022,0,$0.23,,,0,,,,,0,,,,,5 Citations,"EB: 2009 Ill. Laws 96-34, § 945

EB: 2009 Ill. Laws 96-37, § 60-35

EB: 2009 Ill. Laws 96-38, § 30

CS: 235 Ill. Comp. Stat. 5/1-3.04

CS: 235 Ill. Comp. Stat. 5/8-1",,
Illinois,IL,17,1/1/2023,0,$0.23,,,0,,,,,0,,,,,5 Citations,"EB: 2009 Ill. Laws 96-34, § 945

EB: 2009 Ill. Laws 96-37, § 60-35

EB: 2009 Ill. Laws 96-38, § 30

CS: 235 Ill. Comp. Stat. 5/1-3.04

CS: 235 Ill. Comp. Stat. 5/8-1",,
Indiana,IN,18,1/1/2010,0,$0.12,,,0,,,,,0,,,,,3 Citations,"CS: Ind. Code § 7.1-1-3-5

CS: Ind. Code § 7.1-1-3-6

CS: Ind. Code § 7.1-4-2-1",,
Indiana,IN,18,1/1/2011,0,$0.12,,,0,,,,,0,,,,,3 Citations,"CS: Ind. Code § 7.1-1-3-5

CS: Ind. Code § 7.1-1-3-6

CS: Ind. Code § 7.1-4-2-1",,
Indiana,IN,18,1/1/2012,0,$0.12,,,0,,,,,0,,,,,3 Citations,"CS: Ind. Code § 7.1-1-3-5

CS: Ind. Code § 7.1-1-3-6

CS: Ind. Code § 7.1-4-2-1",,
Indiana,IN,18,1/1/2013,0,$0.12,,,0,,,,,0,,,,,3 Citations,"CS: Ind. Code § 7.1-1-3-5

CS: Ind. Code § 7.1-1-3-6

CS: Ind. Code § 7.1-4-2-1",,
Indiana,IN,18,1/1/2014,0,$0.12,,,0,,,,,0,,,,,3 Citations,"CS: Ind. Code § 7.1-1-3-5

CS: Ind. Code § 7.1-1-3-6

CS: Ind. Code § 7.1-4-2-1",,
Indiana,IN,18,1/1/2015,0,$0.12,,,0,,,,,0,,,,,3 Citations,"CS: Ind. Code § 7.1-1-3-5

CS: Ind. Code § 7.1-1-3-6

CS: Ind. Code § 7.1-4-2-1",,
Indiana,IN,18,1/1/2016,0,$0.12,,,0,,,,,0,,,,,3 Citations,"CS: Ind. Code § 7.1-1-3-5

CS: Ind. Code § 7.1-1-3-6

CS: Ind. Code § 7.1-4-2-1",,
Indiana,IN,18,1/1/2017,0,$0.12,,,0,,,,,0,,,,,3 Citations,"CS: Ind. Code § 7.1-1-3-5

CS: Ind. Code § 7.1-1-3-6

CS: Ind. Code § 7.1-4-2-1",,
Indiana,IN,18,1/1/2018,0,$0.12,,,0,,,,,0,,,,,3 Citations,"CS: Ind. Code § 7.1-1-3-5

CS: Ind. Code § 7.1-1-3-6

CS: Ind. Code § 7.1-4-2-1",,
Indiana,IN,18,1/1/2019,0,$0.12,,,0,,,,,0,,,,,3 Citations,"CS: Ind. Code § 7.1-1-3-5

CS: Ind. Code § 7.1-1-3-6

CS: Ind. Code § 7.1-4-2-1",,
Indiana,IN,18,1/1/2020,0,$0.12,,,0,,,,,0,,,,,3 Citations,"CS: Ind. Code § 7.1-1-3-5

CS: Ind. Code § 7.1-1-3-6

CS: Ind. Code § 7.1-4-2-1",,
Indiana,IN,18,1/1/2021,0,$0.12,,,0,,,,,0,,,,,3 Citations,"CS: Ind. Code § 7.1-1-3-5

CS: Ind. Code § 7.1-1-3-6

CS: Ind. Code § 7.1-4-2-1",,
Indiana,IN,18,1/1/2022,0,$0.12,,,0,,,,,0,,,,,3 Citations,"CS: Ind. Code § 7.1-1-3-5

CS: Ind. Code § 7.1-1-3-6

CS: Ind. Code § 7.1-4-2-1",,
Indiana,IN,18,1/1/2023,0,$0.12,,,0,,,,,0,,,,,3 Citations,"CS: Ind. Code § 7.1-1-3-5

CS: Ind. Code § 7.1-1-3-6

CS: Ind. Code § 7.1-4-2-1",,
Iowa,IA,19,1/1/2010,0,$0.19,,,0,,,,,0,,,,,3 Citations,"CS: Iowa Code § 123.3

CS: Iowa Code § 123.130

CS: Iowa Code § 123.136",,
Iowa,IA,19,1/1/2011,0,$0.19,,,0,,,,,0,,,,,3 Citations,"CS: Iowa Code § 123.3

CS: Iowa Code § 123.130

CS: Iowa Code § 123.136",,
Iowa,IA,19,1/1/2012,0,$0.19,,,0,,,,,0,,,,,3 Citations,"CS: Iowa Code § 123.3

CS: Iowa Code § 123.130

CS: Iowa Code § 123.136",,
Iowa,IA,19,1/1/2013,0,$0.19,,,0,,,,,0,,,,,3 Citations,"CS: Iowa Code § 123.3

CS: Iowa Code § 123.130

CS: Iowa Code § 123.136",,
Iowa,IA,19,1/1/2014,0,$0.19,,,0,,,,,0,,,,,3 Citations,"CS: Iowa Code § 123.3

CS: Iowa Code § 123.130

CS: Iowa Code § 123.136",,
Iowa,IA,19,1/1/2015,0,$0.19,,,0,,,,,0,,,,,3 Citations,"CS: Iowa Code § 123.3

CS: Iowa Code § 123.130

CS: Iowa Code § 123.136",,
Iowa,IA,19,1/1/2016,0,$0.19,,,0,,,,,0,,,,,3 Citations,"CS: Iowa Code § 123.3

CS: Iowa Code § 123.130

CS: Iowa Code § 123.136",,
Iowa,IA,19,1/1/2017,0,$0.19,,,0,,,,,0,,,,,3 Citations,"CS: Iowa Code § 123.3

CS: Iowa Code § 123.130

CS: Iowa Code § 123.136",,
Iowa,IA,19,1/1/2018,0,$0.19,,,0,,,,,0,,,,,3 Citations,"CS: Iowa Code § 123.3

CS: Iowa Code § 123.130

CS: Iowa Code § 123.136",,
Iowa,IA,19,1/1/2019,0,$0.19,,,0,,,,,0,,,,,3 Citations,"CS: Iowa Code § 123.3

CS: Iowa Code § 123.130

CS: Iowa Code § 123.136",,
Iowa,IA,19,1/1/2020,0,$0.19,,,0,,,,,0,,,,,3 Citations,"CS: Iowa Code § 123.3

CS: Iowa Code § 123.130

CS: Iowa Code § 123.136",,
Iowa,IA,19,1/1/2021,0,$0.19,,,0,,,,,0,,,,,3 Citations,"CS: Iowa Code § 123.3

CS: Iowa Code § 123.130

CS: Iowa Code § 123.136",,
Iowa,IA,19,1/1/2022,0,$0.19,,,0,,,,,0,,,,,3 Citations,"CS: Iowa Code § 123.3

CS: Iowa Code § 123.130

CS: Iowa Code § 123.136",,
Iowa,IA,19,1/1/2023,0,$0.19,,,0,,,,,0,,,,,3 Citations,"CS: Iowa Code § 123.3

CS: Iowa Code § 123.130

CS: Iowa Code § 123.136",,
Kansas,KS,20,1/1/2010,0,$0.18,8.00%,10.00%,1,5.30%,4.70%,,8.00%,1,5.30%,2.70%,,"Row Note: 

            Sales of beer containing not more than 4 percent alcohol by retailers holding only a cereal malt beverage (CMB) license are subject only to sales tax. The 10% Liquor Drink Tax is not due on beer containing not more than 4 percent alcohol sold by those holding only a CMB license; however, holders of alcoholic liquor licenses must collect and remit the 10% Liquor Drink Tax on sales of beer containing not more than 4 percent alcohol but are not required to collect sales tax.",9 Citations,"CS: Kan. Stat. Ann. § 41-102

CS: Kan. Stat. Ann. § 41-2601

CS: Kan. Stat. Ann. § 41-501

CS: Kan. Stat. Ann. § 79-4101

CS: Kan. Stat. Ann. § 79-41a01

CS: Kan. Stat. Ann. § 79-41a02

CR: Kan. Admin. Regs. 92-24-12

CS: Kan. Stat. Ann. § 79-3603

CS: Kan. Stat. Ann. § 41-2701",,"Sales of beer containing not more than 4 percent alcohol by retailers holding only a cereal malt beverage (CMB) license are subject only to sales tax. The 10% Liquor Drink Tax is not due on beer containing not more than 4 percent alcohol sold by those holding only a CMB license; however, holders of alcoholic liquor licenses must collect and remit the 10% Liquor Drink Tax on sales of beer containing not more than 4 percent alcohol but are not required to collect sales tax."
Kansas,KS,20,1/1/2016,0,$0.18,8.00%,10.00%,1,6.50%,3.50%,,8.00%,1,6.50%,1.50%,,"Row Note: 

            Before April 1, 2019, sales of beer containing not more than 4 percent alcohol by retailers holding only a cereal malt beverage (CMB) license were subject only to sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax was not due on beer containing not more than 4 percent alcohol sold by those holding only a CMB license; however, holders of alcoholic liquor licenses had to collect and remit the 10% Liquor Drink Tax on sales of beer containing not more than 4 percent alcohol but were not required to collect sales tax. Beginning on April 1, 2019, sales of beer containing not more than 6 percent alcohol by retailers holding a cereal malt beverage (CMB) license are subject only to applicable sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax is now due on all cereal malt beverages and beer sold by alcoholic liquor licenses.",11 Citations,"EB: 2015 Kan. Sess. Laws 102, § 6

EB: 2019 Kan. Sess. Laws 18, § 3

CS: Kan. Stat. Ann. § 41-102

CS: Kan. Stat. Ann. § 41-501

CS: Kan. Stat. Ann. § 41-2601

CS: Kan. Stat. Ann. § 41-2701

CS: Kan. Stat. Ann. § 79-3603

CS: Kan. Stat. Ann. § 79-4101

CS: Kan. Stat. Ann. § 79-41a01

CS: Kan. Stat. Ann. § 79-41a02

CR: Kan. Admin. Regs. 92-24-12",,"Before April 1, 2019, sales of beer containing not more than 4 percent alcohol by retailers holding only a cereal malt beverage (CMB) license were subject only to sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax was not due on beer containing not more than 4 percent alcohol sold by those holding only a CMB license; however, holders of alcoholic liquor licenses had to collect and remit the 10% Liquor Drink Tax on sales of beer containing not more than 4 percent alcohol but were not required to collect sales tax. Beginning on April 1, 2019, sales of beer containing not more than 6 percent alcohol by retailers holding a cereal malt beverage (CMB) license are subject only to applicable sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax is now due on all cereal malt beverages and beer sold by alcoholic liquor licenses."
Kansas,KS,20,1/1/2017,0,$0.18,8.00%,10.00%,1,6.50%,3.50%,,8.00%,1,6.50%,1.50%,,"Row Note: 

            Before April 1, 2019, sales of beer containing not more than 4 percent alcohol by retailers holding only a cereal malt beverage (CMB) license were subject only to sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax was not due on beer containing not more than 4 percent alcohol sold by those holding only a CMB license; however, holders of alcoholic liquor licenses had to collect and remit the 10% Liquor Drink Tax on sales of beer containing not more than 4 percent alcohol but were not required to collect sales tax. Beginning on April 1, 2019, sales of beer containing not more than 6 percent alcohol by retailers holding a cereal malt beverage (CMB) license are subject only to applicable sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax is now due on all cereal malt beverages and beer sold by alcoholic liquor licenses.",11 Citations,"EB: 2015 Kan. Sess. Laws 102, § 6

EB: 2019 Kan. Sess. Laws 18, § 3

CS: Kan. Stat. Ann. § 41-102

CS: Kan. Stat. Ann. § 41-501

CS: Kan. Stat. Ann. § 41-2601

CS: Kan. Stat. Ann. § 41-2701

CS: Kan. Stat. Ann. § 79-3603

CS: Kan. Stat. Ann. § 79-4101

CS: Kan. Stat. Ann. § 79-41a01

CS: Kan. Stat. Ann. § 79-41a02

CR: Kan. Admin. Regs. 92-24-12",,"Before April 1, 2019, sales of beer containing not more than 4 percent alcohol by retailers holding only a cereal malt beverage (CMB) license were subject only to sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax was not due on beer containing not more than 4 percent alcohol sold by those holding only a CMB license; however, holders of alcoholic liquor licenses had to collect and remit the 10% Liquor Drink Tax on sales of beer containing not more than 4 percent alcohol but were not required to collect sales tax. Beginning on April 1, 2019, sales of beer containing not more than 6 percent alcohol by retailers holding a cereal malt beverage (CMB) license are subject only to applicable sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax is now due on all cereal malt beverages and beer sold by alcoholic liquor licenses."
Kansas,KS,20,1/1/2018,0,$0.18,0.08,0.1,1,0.065,0.035,,0.08,1,0.065,0.015,,"Row Note: 

            Before April 1, 2019, sales of beer containing not more than 4 percent alcohol by retailers holding only a cereal malt beverage (CMB) license were subject only to sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax was not due on beer containing not more than 4 percent alcohol sold by those holding only a CMB license; however, holders of alcoholic liquor licenses had to collect and remit the 10% Liquor Drink Tax on sales of beer containing not more than 4 percent alcohol but were not required to collect sales tax. Beginning on April 1, 2019, sales of beer containing not more than 6 percent alcohol by retailers holding a cereal malt beverage (CMB) license are subject only to applicable sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax is now due on all cereal malt beverages and beer sold by alcoholic liquor licenses.",11 Citations,"EB: 2015 Kan. Sess. Laws 102, § 6

EB: 2019 Kan. Sess. Laws 18, § 3

CS: Kan. Stat. Ann. § 41-102

CS: Kan. Stat. Ann. § 41-501

CS: Kan. Stat. Ann. § 41-2601

CS: Kan. Stat. Ann. § 41-2701

CS: Kan. Stat. Ann. § 79-3603

CS: Kan. Stat. Ann. § 79-4101

CS: Kan. Stat. Ann. § 79-41a01

CS: Kan. Stat. Ann. § 79-41a02

CR: Kan. Admin. Regs. 92-24-12",,"Before April 1, 2019, sales of beer containing not more than 4 percent alcohol by retailers holding only a cereal malt beverage (CMB) license were subject only to sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax was not due on beer containing not more than 4 percent alcohol sold by those holding only a CMB license; however, holders of alcoholic liquor licenses had to collect and remit the 10% Liquor Drink Tax on sales of beer containing not more than 4 percent alcohol but were not required to collect sales tax. Beginning on April 1, 2019, sales of beer containing not more than 6 percent alcohol by retailers holding a cereal malt beverage (CMB) license are subject only to applicable sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax is now due on all cereal malt beverages and beer sold by alcoholic liquor licenses."
